Latitude,Longitude,MedInc,cluster
32.8,-117.13,3.7237,2
32.8,-117.13,4.5568,2
32.8,-117.12,3.8719,2
32.81,-117.13,3.2308,2
32.8,-117.12,3.8125,2
32.8,-117.13,3.9732,2
32.79,-117.13,4.2098,2
32.79,-117.13,3.6458,2
32.78,-117.12,4.2621,2
32.77,-117.15,2.9576,2
32.81,-117.09,5.5673,0
32.82,-117.11,2.6607,2
32.82,-117.11,2.875,2
32.81,-117.11,2.5953,2
32.8,-117.11,3.2197,2
32.8,-117.09,2.15,2
32.84,-117.11,6.04,0
32.82,-117.11,4.375,2
32.83,-117.1,6.2047,0
32.83,-117.1,4.3783,2
32.83,-117.09,4.8419,2
32.82,-117.08,7.1298,0
32.82,-117.08,5.9734,0
32.83,-117.08,6.4335,0
32.83,-117.04,6.0266,0
32.91,-117.07,10.3354,0
32.9,-117.04,9.2858,0
32.8,-117.08,3.625,2
32.79,-117.09,2.8631,2
32.8,-117.09,4.7188,2
32.8,-117.08,3.375,2
32.79,-117.11,3.3849,2
32.79,-117.11,3.5179,2
32.78,-117.11,3.5562,2
32.78,-117.11,3.6528,2
32.79,-117.09,4.0982,2
32.79,-117.09,3.8333,2
32.79,-117.09,3.1964,2
32.78,-117.09,2.9881,2
32.8,-117.07,5.1488,0
32.8,-117.07,3.9828,2
32.79,-117.07,3.9745,2
32.8,-117.07,5.1782,0
32.81,-117.07,4.3594,2
32.81,-117.06,6.7927,0
32.81,-117.05,5.6402,0
32.8,-117.05,3.7167,2
32.8,-117.06,5.5,0
32.79,-117.07,7.8336,0
32.78,-117.07,4.7143,2
32.78,-117.08,4.625,2
32.79,-117.04,6.7196,0
32.8,-117.04,5.7416,0
32.8,-117.05,3.0035,2
32.8,-117.05,6.4797,0
32.8,-117.05,7.916,0
32.79,-117.06,8.7604,0
32.79,-117.06,9.6023,0
32.78,-117.06,4.8,2
32.8,-117.02,4.1162,2
32.79,-117.03,5.8683,0
32.8,-117.03,4.3281,2
32.8,-117.04,2.0337,2
32.8,-117.01,3.1,2
32.8,-117.01,2.6934,2
32.8,-117.01,3.7159,2
32.79,-117.01,4.3152,2
32.8,-117.02,3.65,2
32.8,-117.02,4.4583,2
32.81,-117.01,5.516,0
32.81,-117.02,4.0656,2
32.81,-117.02,5.4544,0
32.81,-117.01,5.3441,0
32.81,-117.02,3.7292,2
32.82,-117.03,4.9744,0
32.81,-117.04,6.5412,0
32.82,-117.05,4.2312,2
32.59,-117.05,4.2679,2
32.59,-117.06,4.0616,2
32.58,-117.05,4.1518,2
32.58,-117.06,3.8529,2
32.58,-117.06,3.4792,2
32.58,-117.06,3.5125,2
32.57,-117.06,2.6985,2
32.58,-117.04,5.0311,0
32.58,-117.04,4.0089,2
32.58,-117.05,4.087,2
32.58,-117.05,5.3072,0
32.57,-117.05,4.7337,2
32.57,-117.06,3.0284,2
32.57,-117.06,4.6364,2
32.57,-117.05,3.1696,2
32.56,-117.05,1.9875,2
32.56,-117.05,2.875,2
32.57,-117.06,1.3362,2
32.56,-116.97,2.5625,2
32.55,-117.04,1.6348,2
32.56,-117.05,2.0159,2
32.56,-117.06,1.7958,2
32.56,-117.06,1.7301,2
32.55,-117.06,1.4384,2
32.54,-117.04,1.2667,2
32.59,-117.1,2.0734,2
32.58,-117.1,2.3,2
32.58,-117.1,2.25,2
32.58,-117.1,4.1029,2
32.58,-117.1,4.8646,2
32.57,-117.1,4.3601,2
32.56,-117.1,3.75,2
32.57,-117.07,2.5859,2
32.57,-117.08,2.25,2
32.57,-117.07,2.7361,2
32.56,-117.07,3.0992,2
32.59,-117.08,2.7048,2
32.58,-117.08,3.9698,2
32.58,-117.08,3.2687,2
32.58,-117.07,3.8194,2
32.58,-117.09,3.0273,2
32.57,-117.08,2.569,2
32.57,-117.09,3.6736,2
32.57,-117.09,4.5547,2
32.57,-117.09,5.1478,0
32.56,-117.09,4.8984,2
32.55,-117.09,3.9583,2
32.58,-117.12,3.0613,2
32.57,-117.12,4.8274,2
32.58,-117.13,3.1645,2
32.58,-117.13,2.3194,2
32.58,-117.13,2.3603,2
32.56,-117.12,2.9286,2
32.58,-117.11,2.5988,2
32.57,-117.11,3.3371,2
32.57,-117.12,2.6715,2
32.58,-117.12,3.0217,2
32.58,-117.11,2.2755,2
32.58,-117.1,2.3824,2
32.57,-117.1,2.3253,2
32.59,-117.11,2.1773,2
32.58,-117.11,2.4213,2
32.59,-117.11,2.1179,2
32.59,-117.12,2.6724,2
32.58,-117.16,3.3906,2
32.63,-117.13,8.7991,0
32.63,-117.17,3.5357,2
32.68,-117.17,7.3669,0
32.68,-117.18,3.25,2
32.69,-117.18,5.1009,0
32.69,-117.18,3.2121,2
32.69,-117.18,4.4777,2
32.69,-117.17,5.3177,0
32.69,-117.18,5.1249,0
32.69,-117.17,4.7891,2
32.69,-117.17,4.5189,2
32.7,-117.17,4.0488,2
32.7,-117.18,3.6759,2
32.7,-117.18,5.1386,0
32.69,-117.19,6.3612,0
32.68,-117.11,1.9107,2
32.67,-117.11,1.6094,2
32.67,-117.11,1.6806,2
32.67,-117.11,1.7961,2
32.66,-117.12,1.125,2
32.67,-117.11,1.4844,2
32.66,-117.11,1.625,2
32.67,-117.09,2.0972,2
32.66,-117.09,1.8333,2
32.66,-117.09,1.6389,2
32.66,-117.1,2.1542,2
32.67,-117.1,2.0982,2
32.67,-117.1,2.0213,2
32.68,-117.09,2.8089,2
32.67,-117.09,2.052,2
32.67,-117.1,1.2745,2
32.68,-117.1,2.0488,2
32.69,-117.1,1.8112,2
32.68,-117.1,2.0724,2
32.68,-117.1,2.0156,2
32.68,-117.1,2.0398,2
32.68,-117.1,1.7802,2
32.68,-117.1,2.4943,2
32.69,-117.07,3.4609,2
32.69,-117.08,3.4875,2
32.69,-117.08,3.6875,2
32.69,-117.09,3.4583,2
32.68,-117.09,2.2201,2
32.69,-117.07,4.069,2
32.68,-117.08,2.9318,2
32.68,-117.08,1.324,2
32.68,-117.09,2.0114,2
32.67,-117.07,2.3814,2
32.67,-117.08,2.5662,2
32.66,-117.09,3.375,2
32.66,-117.08,2.81,2
32.67,-117.07,1.8977,2
32.65,-117.07,3.4701,2
32.64,-117.07,4.1325,2
32.64,-117.08,1.8672,2
32.65,-117.08,2.5392,2
32.64,-117.08,1.9241,2
32.64,-117.08,1.6806,2
32.65,-117.09,2.619,2
32.65,-117.09,2.6296,2
32.65,-117.08,2.3562,2
32.64,-117.09,2.7218,2
32.64,-117.09,2.507,2
32.64,-117.1,2.5658,2
32.64,-117.09,1.6321,2
32.64,-117.09,1.62,2
32.63,-117.09,2.4148,2
32.64,-117.11,1.858,2
32.62,-117.11,2.1719,2
32.62,-117.09,3.0729,2
32.62,-117.09,2.4866,2
32.62,-117.09,2.1955,2
32.63,-117.08,2.1281,2
32.64,-117.09,1.947,2
32.63,-117.09,1.8417,2
32.64,-117.07,4.6477,2
32.63,-117.07,3.455,2
32.64,-117.07,2.24,2
32.63,-117.06,4.125,2
32.62,-117.06,3.9167,2
32.63,-117.07,3.5583,2
32.63,-117.07,3.7583,2
32.63,-117.08,2.6146,2
32.63,-117.08,2.2788,2
32.62,-117.08,3.0771,2
32.62,-117.08,3.4773,2
32.61,-117.09,2.1548,2
32.61,-117.09,3.6467,2
32.62,-117.08,2.2685,2
32.61,-117.08,3.3514,2
32.62,-117.07,2.7838,2
32.61,-117.06,2.8489,2
32.61,-117.07,2.1441,2
32.6,-117.07,1.9267,2
32.59,-117.07,1.6007,2
32.59,-117.08,2.3929,2
32.6,-117.08,2.2544,2
32.61,-117.07,2.1765,2
32.61,-117.06,2.0571,2
32.61,-117.06,2.5625,2
32.6,-117.07,2.2903,2
32.6,-117.06,1.7472,2
32.6,-117.06,2.4191,2
32.6,-117.06,2.7014,2
32.63,-117.05,4.1958,2
32.62,-117.05,4.2851,2
32.62,-117.04,4.9962,0
32.61,-117.05,3.5096,2
32.61,-117.05,3.2633,2
32.61,-117.05,3.8615,2
32.6,-117.04,4.2241,2
32.6,-117.04,3.9076,2
32.59,-117.05,3.0495,2
32.63,-117.04,4.1154,2
32.62,-117.04,4.6793,2
32.61,-117.03,5.1538,0
32.61,-117.03,6.0086,0
32.6,-117.03,5.152,0
32.59,-117.02,3.0365,2
32.62,-116.98,4.7068,2
32.64,-117.06,5.766,0
32.63,-117.06,4.2204,2
32.68,-116.98,5.5248,0
32.67,-117.01,5.551,0
32.67,-117.0,6.6143,0
32.67,-117.02,6.5772,0
32.66,-117.01,6.9664,0
32.66,-117.02,6.6272,0
32.65,-116.97,5.6631,0
32.64,-116.99,3.9519,2
32.65,-117.04,4.2155,2
32.65,-117.03,7.6344,0
32.64,-117.0,4.9792,0
32.63,-117.01,5.7358,0
32.64,-117.04,4.0298,2
32.64,-117.02,6.5151,0
32.63,-117.03,5.7789,0
32.63,-117.03,5.2489,0
32.63,-117.04,5.1354,0
32.74,-116.99,3.1771,2
32.74,-116.98,2.6944,2
32.74,-116.98,4.9286,2
32.74,-116.98,5.1098,0
32.72,-116.98,4.5135,2
32.73,-116.98,5.0864,0
32.72,-116.98,4.6667,2
32.74,-116.97,4.2192,2
32.74,-116.95,3.9583,2
32.71,-116.96,2.4567,2
32.73,-116.95,5.2671,0
32.76,-116.97,5.9878,0
32.75,-116.98,4.375,2
32.75,-116.97,4.7973,2
32.75,-116.98,2.9886,2
32.76,-116.97,6.1768,0
32.76,-116.95,4.9528,2
32.75,-116.94,5.1221,0
32.76,-116.92,5.9202,0
32.76,-116.92,5.2741,0
32.75,-116.91,4.7813,2
32.76,-117.0,6.5645,0
32.76,-116.99,4.625,2
32.74,-116.99,3.9844,2
32.74,-117.0,1.8856,2
32.73,-116.99,4.0357,2
32.75,-117.01,3.9545,2
32.75,-117.01,4.3088,2
32.74,-117.01,2.6973,2
32.73,-117.01,2.8646,2
32.73,-117.0,3.7647,2
32.72,-117.0,2.1362,2
32.72,-117.01,2.3068,2
32.7,-116.99,4.0444,2
32.7,-117.0,4.3714,2
32.71,-116.98,3.4551,2
32.71,-116.99,3.8904,2
32.71,-117.0,3.725,2
32.71,-117.01,2.9810000000000003,2
32.72,-116.99,4.0391,2
32.72,-116.99,4.775,2
32.72,-116.99,3.8295,2
32.72,-116.99,4.7679,2
32.74,-117.02,3.5,2
32.73,-117.03,3.5096,2
32.73,-117.03,3.4784,2
32.74,-117.03,3.0125,2
32.73,-117.02,4.7952,2
32.72,-117.02,3.7763,2
32.73,-117.03,3.5861,2
32.72,-117.03,3.5938,2
32.72,-117.03,3.0588,2
32.72,-117.04,4.0813,2
32.73,-117.04,3.2717,2
32.73,-117.04,3.5492,2
32.72,-117.05,3.9485,2
32.73,-117.05,3.5529,2
32.74,-117.03,2.4345,2
32.74,-117.04,3.6848,2
32.74,-117.02,1.8594,2
32.74,-117.04,1.7179,2
32.75,-117.04,3.5192,2
32.75,-117.05,2.8306,2
32.75,-117.05,2.7014,2
32.77,-117.03,2.875,2
32.76,-117.02,1.0278,2
32.76,-117.02,3.11,2
32.75,-117.02,5.2835,0
32.75,-117.03,3.0897,2
32.77,-117.04,2.734,2
32.76,-117.04,3.141,2
32.76,-117.05,3.6625,2
32.76,-117.04,3.7368,2
32.77,-117.04,2.9624,2
32.77,-117.03,2.3393,2
32.78,-117.05,4.7941,2
32.78,-117.03,2.5707,2
32.78,-117.02,3.3675,2
32.79,-117.03,4.2992,2
32.79,-117.03,2.7006,2
32.77,-117.0,2.8125,2
32.76,-117.01,2.8594,2
32.76,-117.01,4.0549,2
32.77,-117.01,2.9,2
32.77,-117.01,2.6678,2
32.77,-117.01,3.0179,2
32.79,-117.01,3.4421,2
32.78,-117.01,2.9896,2
32.78,-117.02,3.4659,2
32.79,-117.02,4.0491,2
32.79,-116.99,4.0658,2
32.79,-116.99,3.744,2
32.78,-116.99,5.4333,0
32.79,-117.0,3.4773,2
32.77,-116.99,6.1103,0
32.77,-116.98,8.093,0
32.76,-117.0,4.3977,2
32.77,-117.0,5.5,0
32.78,-116.95,3.3906,2
32.78,-116.96,2.1638,2
32.78,-116.97,4.7943,2
32.78,-116.92,4.4306,2
32.78,-116.91,7.5,0
32.77,-116.92,6.6783,0
32.77,-116.9,6.2609,0
32.78,-116.95,6.2552,0
32.77,-116.95,6.3191,0
32.78,-116.94,3.434,2
32.83,-116.85,3.6445,2
32.81,-116.88,4.2014,2
32.8,-116.86,4.875,2
32.83,-116.83,5.4288,0
32.81,-116.83,4.8125,2
32.79,-116.92,4.5224,2
32.79,-116.93,3.0927,2
32.8,-116.91,5.6846,0
32.79,-116.9,6.7685,0
32.8,-116.94,1.8937,2
32.79,-116.93,3.0192,2
32.79,-116.95,2.0326,2
32.8,-116.96,1.3291,2
32.79,-116.96,2.6087,2
32.79,-116.96,2.6324,2
32.8,-116.96,1.8357,2
32.79,-116.97,1.9893,2
32.79,-116.96,2.3221,2
32.78,-116.97,3.7019,2
32.78,-116.97,2.9784,2
32.79,-116.97,2.6635,2
32.79,-116.98,3.8667,2
32.8,-116.98,3.963,2
32.8,-116.99,5.2907,0
32.8,-117.0,4.5662,2
32.8,-117.0,3.0189,2
32.81,-116.99,4.2386,2
32.81,-116.99,6.2787,0
32.83,-116.97,2.6458,2
32.81,-116.97,2.1422,2
32.8,-116.97,2.4367,2
32.81,-116.94,2.8175,2
32.8,-116.94,2.4141,2
32.8,-116.96,2.065,2
32.8,-116.96,3.369,2
32.82,-116.92,5.0118,0
32.81,-116.92,3.3669,2
32.82,-116.93,4.2586,2
32.81,-116.91,5.4834,0
32.8,-116.92,3.5586,2
32.81,-116.92,1.6686,2
32.8,-116.93,2.0685,2
32.81,-116.93,2.6429,2
32.82,-116.95,2.9161,2
32.82,-116.95,2.5949,2
32.81,-116.95,3.1106,2
32.81,-116.96,2.9097,2
32.82,-116.94,3.2411,2
32.81,-116.94,2.136,2
32.81,-116.95,2.543,2
32.82,-116.95,3.8024,2
32.83,-116.97,2.949,2
32.83,-116.99,3.1979,2
32.85,-116.99,4.0931,2
32.85,-116.98,4.0882,2
32.83,-117.01,3.3067,2
32.84,-117.01,3.1023,2
32.84,-117.02,5.131,0
32.85,-116.96,4.1716,2
32.86,-116.96,4.4347,2
32.87,-116.96,4.8286,2
32.88,-116.98,4.3952,2
32.86,-116.98,4.7717,2
32.86,-116.98,4.0693,2
32.87,-117.0,4.4904,2
32.85,-117.01,5.4903,0
32.85,-117.0,5.282,0
32.83,-116.95,3.3081,2
32.84,-116.95,3.4286,2
32.85,-116.93,2.5388,2
32.85,-116.93,3.1142,2
32.85,-116.94,4.7578,2
32.84,-116.94,4.5278,2
32.83,-116.94,3.7831,2
32.86,-116.88,5.0733,0
32.87,-116.86,5.0524,0
32.86,-116.84,3.2516,2
32.85,-116.89,2.8906,2
32.87,-116.91,4.3818,2
32.86,-116.91,2.5365,2
32.86,-116.91,3.6898,2
32.86,-116.92,2.3693,2
32.83,-116.93,3.944,2
32.83,-116.93,2.3203,2
32.82,-116.92,2.8875,2
32.85,-116.92,4.0625,2
32.84,-116.92,4.6674,2
32.83,-116.91,4.105,2
32.82,-116.92,4.0048,2
32.85,-116.91,4.5096,2
32.85,-116.89,5.1185,0
32.84,-116.9,2.7069,2
32.82,-116.89,5.0201,0
32.84,-116.9,4.0873,2
32.82,-116.91,3.8073,2
32.9,-116.96,5.3008,0
32.89,-116.94,5.2542,0
32.87,-116.94,5.2614,0
32.87,-116.93,3.6027,2
32.9,-116.9,4.0806,2
32.92,-116.84,3.1607,2
33.01,-117.05,4.625,2
33.01,-117.05,10.6186,0
33.01,-117.04,8.4721,0
33.0,-117.03,7.7569,0
32.99,-117.04,6.6012,0
32.98,-117.04,6.0226,0
32.99,-117.06,6.2683,0
32.97,-117.05,5.5882,0
32.96,-117.05,4.8295,2
32.97,-117.04,4.5746,2
32.97,-117.03,4.5625,2
32.96,-117.03,4.121,2
32.96,-116.99,4.8854,2
32.95,-117.02,3.7784,2
32.95,-117.03,4.5032,2
32.95,-117.05,3.9531,2
32.95,-117.05,3.2369,2
33.02,-117.06,1.9176,2
33.01,-117.06,3.5192,2
33.01,-117.07,3.1187,2
33.02,-117.07,2.6048,2
33.04,-117.06,5.7382,0
33.03,-117.06,7.0913,0
33.03,-117.07,5.09,0
33.03,-117.07,6.8099,0
33.03,-117.08,4.3424,2
33.04,-117.07,3.6437,2
33.03,-117.08,3.3724,2
33.03,-117.08,5.8747,0
33.03,-117.08,5.3074,0
33.03,-117.09,6.4211,0
33.04,-117.08,6.53,0
33.02,-117.15,7.2731,0
32.97,-117.1,2.4459,2
32.96,-117.1,4.1279,2
33.05,-117.05,5.6436,0
33.04,-117.05,6.7769,0
33.03,-117.05,4.5,2
33.03,-117.05,4.3571,2
33.02,-117.06,5.8966,0
33.02,-117.05,6.3517,0
33.04,-117.01,7.7684,0
33.03,-117.04,6.3761,0
32.99,-117.01,8.4284,0
33.01,-116.99,7.7517,0
32.91,-117.09,6.5706,0
32.91,-117.09,7.0546,0
32.9,-117.09,6.2715,0
32.9,-117.1,5.149,0
32.9,-117.11,4.4766,2
32.91,-117.11,7.5992,0
32.91,-117.08,6.5853,0
32.93,-117.08,6.0857,0
32.91,-117.08,7.5604,0
33.01,-117.07,5.1998,0
33.01,-117.06,4.4219,2
33.0,-117.07,4.25,2
33.0,-117.07,4.955,0
33.01,-117.08,6.1949,0
32.99,-117.09,5.1909,0
32.99,-117.09,4.6028,2
32.98,-117.09,2.3182,2
32.96,-117.12,5.2463,0
32.97,-117.11,6.0862,0
33.0,-117.1,5.9094,0
32.95,-117.11,4.9485,0
32.95,-117.12,6.3542,0
32.96,-117.12,6.0175,0
32.95,-117.12,4.988,0
32.97,-117.08,5.4584,0
32.97,-117.06,4.3548,2
33.06,-117.25,6.439,0
33.05,-117.25,4.3286,2
33.05,-117.26,6.2513,0
33.06,-117.26,7.6832,0
33.05,-117.24,5.3129,0
33.05,-117.24,6.4027,0
33.07,-117.2,5.9289,0
33.06,-117.16,5.8661,0
33.03,-117.21,11.0911,0
33.02,-117.18,13.6623,0
33.02,-117.21,10.156,0
33.01,-117.23,11.1118,0
32.97,-117.26,6.4651,0
32.96,-117.26,10.1768,0
32.95,-117.26,5.6582,0
32.95,-117.26,4.4375,2
32.96,-117.3,4.2875,2
33.01,-117.25,7.7317,0
33.0,-117.24,7.5975,0
32.99,-117.23,15.0001,0
32.99,-117.25,7.472,0
33.0,-117.25,5.8393,0
33.0,-117.26,4.7841,2
33.0,-117.27,5.1523,0
33.0,-117.31,6.8443,0
32.99,-117.26,2.7348,2
32.99,-117.27,5.5922,0
32.98,-117.26,4.125,2
32.98,-117.31,4.1012,2
32.98,-117.27,5.2742,0
33.01,-117.32,4.125,2
33.02,-117.28,4.2356,2
33.02,-117.27,4.7179,2
33.04,-117.26,6.3525,0
33.04,-117.26,6.6319,0
33.04,-117.24,3.212,2
33.03,-117.25,6.9326,0
33.03,-117.27,3.9826,2
33.03,-117.27,3.5313,2
33.02,-117.26,6.3712,0
33.03,-117.27,4.87,2
33.02,-117.27,5.797999999999999,0
33.05,-117.29,3.1667,2
33.04,-117.28,3.5179,2
33.04,-117.27,3.55,2
33.04,-117.29,4.7333,2
33.03,-117.33,2.8611,2
33.07,-117.3,6.4247,0
33.08,-117.29,5.7787,0
33.08,-117.27,6.0922,0
33.06,-117.29,6.1509,0
33.06,-117.28,4.0118,2
33.06,-117.27,3.197,2
33.05,-117.27,2.9083,2
33.08,-117.3,4.0,2
33.06,-117.34,4.3182,2
33.07,-117.31,3.2984,2
33.07,-117.3,3.5585,2
33.06,-117.3,3.194,2
33.06,-117.3,4.027,2
33.05,-117.3,3.2308,2
33.17,-117.33,4.0791,2
33.16,-117.34,4.5694,2
33.16,-117.33,4.0585,2
33.15,-117.32,5.4904,0
33.12,-117.32,2.7717,2
33.1,-117.31,3.5341,2
33.13,-117.29,3.9205,2
33.11,-117.31,4.1282,2
33.12,-117.29,4.7961,2
33.1,-117.29,5.1837,0
33.1,-117.28,6.5338,0
33.17,-117.35,2.478,2
33.16,-117.34,2.25,2
33.15,-117.34,3.0306,2
33.16,-117.35,3.975,2
33.16,-117.35,3.7891,2
33.15,-117.34,3.3536,2
33.18,-117.36,2.5509,2
33.18,-117.36,2.8893,2
33.17,-117.35,3.625,2
33.17,-117.36,2.3182,2
33.18,-117.37,2.6979,2
33.19,-117.37,1.8214,2
33.19,-117.37,2.8819,2
33.19,-117.37,1.9562,2
33.19,-117.37,4.1875,2
33.19,-117.38,2.4583,2
33.14,-117.38,3.209,2
33.19,-117.38,1.9891,2
33.2,-117.38,1.9386,2
33.2,-117.37,1.6318,2
33.19,-117.38,1.5625,2
33.2,-117.38,1.3903,2
33.2,-117.36,1.3269,2
33.2,-117.36,2.9539,2
33.2,-117.36,3.2917,2
33.2,-117.35,2.5754,2
33.21,-117.35,4.25,2
33.21,-117.34,4.0109,2
33.2,-117.35,3.9875,2
33.21,-117.34,2.7386,2
33.19,-117.35,5.1733,0
33.19,-117.34,5.276,0
33.19,-117.33,2.9716,2
33.19,-117.34,5.7409,0
33.24,-117.29,3.1875,2
33.23,-117.3,2.765,2
33.23,-117.32,1.6402,2
33.24,-117.31,4.0469,2
33.22,-117.32,2.4375,2
33.22,-117.33,2.7846,2
33.22,-117.32,2.7417,2
33.21,-117.33,2.2882,2
33.22,-117.3,3.7568,2
33.19,-117.31,4.3762,2
33.2,-117.29,2.4754,2
33.18,-117.31,2.0147,2
33.19,-117.29,3.0704,2
33.2,-117.28,4.3428,2
33.22,-117.37,3.676,2
33.23,-117.35,3.8958,2
33.21,-117.35,2.675,2
33.21,-117.38,2.6442,2
33.2,-117.37,2.0272,2
33.28,-117.28,3.8156,2
33.3,-117.25,6.3054,0
33.26,-117.26,4.3429,2
33.26,-117.3,4.1713,2
33.25,-117.3,3.7933,2
33.25,-117.31,3.125,2
33.25,-117.31,2.8558,2
33.25,-117.32,4.85,2
33.25,-117.32,3.6301,2
33.23,-117.34,3.1062,2
33.23,-117.33,2.5872,2
33.23,-117.33,3.33,2
33.24,-117.33,2.9386,2
33.35,-117.42,2.5729,2
33.34,-117.24,4.5764,2
33.36,-117.22,4.605,2
33.31,-117.22,6.2475,0
33.34,-117.21,5.4563,0
33.34,-117.19,6.1009,0
33.34,-117.17,2.7986,2
33.29,-117.2,4.0357,2
33.28,-117.17,5.1786,0
33.38,-117.25,3.0,2
33.4,-117.24,3.7857,2
33.38,-117.23,2.8393,2
33.38,-117.24,3.668,2
33.38,-117.25,2.0956,2
33.39,-117.25,2.375,2
33.37,-117.26,2.2368,2
33.37,-117.25,1.995,2
33.37,-117.24,4.5391,2
33.36,-117.24,4.5,2
33.36,-117.25,2.3214,2
33.46,-117.34,5.5395,0
33.41,-117.19,4.0882,2
33.39,-117.14,3.8547,2
33.38,-117.2,5.0507,0
33.36,-117.1,3.2614,2
33.31,-116.95,2.2393,2
33.32,-117.03,3.8438,2
33.29,-117.05,7.0177,0
33.26,-117.05,3.7644,2
33.27,-117.12,4.9375,0
33.29,-117.0,8.2531,0
33.26,-116.98,4.7647,2
33.2,-116.99,3.1553,2
33.22,-116.9,3.1906,2
33.23,-117.14,3.1272,2
33.23,-117.11,4.9335,0
33.23,-117.08,4.15,2
33.24,-117.2,6.2079,0
33.2,-117.15,4.0328,2
33.2,-117.2,5.542999999999999,0
33.22,-117.22,3.3882,2
33.22,-117.22,1.7217,2
33.22,-117.22,1.9571,2
33.24,-117.23,4.3068,2
33.23,-117.24,4.0776,2
33.23,-117.24,3.4359,2
33.23,-117.23,2.9875,2
33.22,-117.23,1.808,2
33.22,-117.23,2.0246,2
33.22,-117.24,4.1316,2
33.21,-117.24,2.1293,2
33.21,-117.23,4.125,2
33.25,-117.25,4.6187,2
33.23,-117.27,4.1405,2
33.22,-117.27,5.0249,0
33.22,-117.27,1.8849,2
33.22,-117.28,2.3844,2
33.21,-117.27,4.4531,2
33.22,-117.25,3.9815,2
33.22,-117.25,3.5,2
33.21,-117.26,3.0197,2
33.2,-117.28,4.21,2
33.2,-117.27,4.2054,2
33.2,-117.26,2.8214,2
33.2,-117.27,4.3542,2
33.19,-117.27,2.724,2
33.19,-117.28,3.4456,2
33.21,-117.25,2.066,2
33.21,-117.24,2.1875,2
33.21,-117.24,3.0982,2
33.2,-117.24,2.4505,2
33.2,-117.24,2.5119,2
33.2,-117.25,2.0625,2
33.2,-117.25,2.7961,2
33.21,-117.25,2.6339,2
33.21,-117.23,3.6181,2
33.21,-117.22,3.6375,2
33.2,-117.22,4.4844,2
33.2,-117.23,3.5109,2
33.2,-117.23,4.8929,2
33.2,-117.21,5.04,0
33.19,-117.22,2.7019,2
33.18,-117.27,2.9133,2
33.19,-117.26,2.9469,2
33.19,-117.26,4.2361,2
33.19,-117.25,4.5764,2
33.19,-117.24,2.9191,2
33.19,-117.23,3.6346,2
33.18,-117.24,5.0195,0
33.17,-117.3,4.1807,2
33.17,-117.32,4.2383,2
33.17,-117.31,5.5520000000000005,0
33.16,-117.31,5.5956,0
33.16,-117.31,5.6605,0
33.18,-117.29,2.7644,2
33.18,-117.29,3.1667,2
33.18,-117.28,2.1205,2
33.18,-117.28,6.2096,0
33.18,-117.26,4.5781,2
33.15,-117.27,4.6357,2
33.15,-117.29,4.0625,2
33.17,-117.24,4.2826,2
33.17,-117.22,3.625,2
33.16,-117.23,4.0,2
33.16,-117.23,3.6736,2
33.18,-117.22,3.3444,2
33.17,-117.21,3.75,2
33.19,-117.21,4.8152,2
33.18,-117.19,4.1128,2
33.16,-117.21,2.6487,2
33.16,-117.2,2.3159,2
33.15,-117.2,3.0139,2
33.14,-117.2,3.8147,2
33.14,-117.22,5.0123,0
33.14,-117.21,2.8586,2
33.13,-117.21,2.2278,2
33.18,-117.17,3.0221,2
33.16,-117.18,3.1793,2
33.16,-117.15,3.5839,2
33.16,-117.14,5.6874,0
33.15,-117.13,3.4833,2
33.15,-117.14,5.5696,0
33.15,-117.14,5.0346,0
33.14,-117.15,2.3062,2
33.15,-117.13,3.1776,2
33.14,-117.13,4.8526,2
33.14,-117.13,4.1053,2
33.14,-117.12,4.1641,2
33.14,-117.12,3.8967,2
33.14,-117.13,4.0495,2
33.14,-117.19,2.3267,2
33.15,-117.18,2.32,2
33.13,-117.21,3.775,2
33.12,-117.2,5.1194,0
33.12,-117.21,4.3672,2
33.11,-117.18,5.1814,0
33.12,-117.25,5.311,0
33.11,-117.24,6.0336,0
33.1,-117.23,7.745,0
33.1,-117.25,3.9464,2
33.09,-117.26,7.0423,0
33.09,-117.26,4.1667,2
33.09,-117.23,6.3373,0
33.08,-117.25,7.5402,0
33.08,-117.25,6.617000000000001,0
33.08,-117.26,5.3905,0
33.13,-117.09,3.0426,2
33.14,-117.08,4.3846,2
33.14,-117.08,4.2357,2
33.14,-117.07,4.7426,2
33.15,-117.07,5.1842,0
33.15,-117.06,4.7941,2
33.19,-117.11,5.0461,0
33.18,-117.03,5.1771,0
33.17,-117.06,4.4477,2
33.17,-117.1,5.4819,0
33.16,-117.08,4.8554,2
33.15,-117.07,3.2024,2
33.14,-117.08,3.5462,2
33.15,-117.09,3.4764,2
33.13,-117.07,2.6152,2
33.13,-117.07,2.1786,2
33.14,-117.06,3.8185,2
33.13,-117.05,2.3762,2
33.15,-117.04,2.8247,2
33.14,-117.05,2.25,2
33.13,-117.06,2.8015,2
33.13,-117.08,2.1437,2
33.12,-117.08,0.7054,2
33.15,-117.11,4.7019,2
33.15,-117.1,3.1467,2
33.15,-117.12,4.4655,2
33.18,-117.14,3.7109,2
33.14,-117.1,2.3171,2
33.14,-117.11,3.4455,2
33.12,-117.14,4.9005,2
33.13,-117.13,2.082,2
33.12,-117.11,3.875,2
33.12,-117.1,0.813,2
33.11,-117.11,2.2875,2
33.07,-117.14,4.3513,2
